id;geometry
415;POLYGON ((577204.623162477 5828241.365748157, 577187.232386876 5828217.075960052, 577207.9031527746 5828216.006672965, 577204.623162477 5828241.365748157))
416;POLYGON ((577067.1741572609 5827570.76851129, 577083.3957729641 5827590.861386142, 577076.0861693833 5827591.658362395, 577067.1741572609 5827570.76851129))
417;POLYGON ((577083.534812715 5828314.473286167, 577209.3692221829 5828279.256762524, 577214.1980335213 5828287.910953559, 577083.534812715 5828314.473286167))
418;POLYGON ((577239.873569224 5828056.102910862, 577231.1062886561 5828051.0133817885, 577248.5855481337 5828035.558149483, 577239.873569224 5828056.102910862))
419;POLYGON ((577046.3475659331 5827510.59415734, 577050.28311512 5827511.816427619, 577046.3858059584 5827512.008962336, 577046.3475659331 5827510.59415734))
420;POLYGON ((577212.5985173278 5828008.109668342, 577181.9087835446 5828030.40991549, 577178.3597098293 5828024.779904145, 577212.5985173278 5828008.109668342))
421;POLYGON ((576968.7002355309 5827475.783318534, 576963.6977795137 5827555.486158585, 576833.4210347477 5827723.490201377, 576968.7002355309 5827475.783318534))
422;POLYGON ((577336.647925826 5828174.764758206, 577319.8628388898 5828166.065798257, 577330.7383722275 5828154.789696366, 577336.647925826 5828174.764758206))
423;POLYGON ((577330.2429154052 5827594.206206502, 577332.3391005278 5827597.465816715, 577327.0615195909 5827600.864596919, 577330.2429154052 5827594.206206502))
424;POLYGON ((577441.5768980698 5827787.719946187, 577396.2990632666 5827810.811215844, 577434.6404271334 5827767.127708992, 577441.5768980698 5827787.719946187))
425;POLYGON ((577358.740331156 5827645.957609353, 577332.7353553359 5827660.176077075, 577332.2796755244 5827608.924262972, 577358.740331156 5827645.957609353))
426;POLYGON ((577310.2822795175 5828163.154993825, 577284.8777298996 5828151.5939588295, 577312.2886812657 5828158.80325408, 577310.2822795175 5828163.154993825))
427;POLYGON ((577344.306486618 5827601.182089461, 577358.740331156 5827645.957609353, 577332.2796755244 5827608.924262972, 577344.306486618 5827601.182089461))
428;POLYGON ((577355.487161218 5828020.383467827, 577331.15970106 5828041.737743632, 577305.8281572034 5827939.48168798, 577355.487161218 5828020.383467827))
429;POLYGON ((577147.8089427461 5827727.287936162, 577101.3296809881 5827745.000399206, 577092.9845558815 5827732.864165878, 577147.8089427461 5827727.287936162))
430;POLYGON ((577171.9653560678 5828186.80138595, 577178.2385428495 5828185.087027916, 577172.6506823243 5828189.304352721, 577171.9653560678 5828186.80138595))
431;POLYGON ((577391.8204182031 5827809.549818044, 577376.23990459 5827811.984281143, 577395.2347418863 5827757.825251719, 577391.8204182031 5827809.549818044))
432;POLYGON ((577165.1801876228 5827559.587845732, 577165.0484820142 5827566.639401006, 577161.2765967757 5827566.513071778, 577165.1801876228 5827559.587845732))
433;POLYGON ((577058.3538161315 5828032.831568904, 577066.3751161154 5828035.405750561, 577066.5349865078 5828043.307456736, 577058.3538161315 5828032.831568904))
434;POLYGON ((577392.1152550849 5828101.813613119, 577350.7473567341 5828128.460637297, 577346.3796875702 5828097.106206426, 577392.1152550849 5828101.813613119))
435;POLYGON ((577063.4728244949 5827956.134491612, 577073.4730327765 5827987.87232838, 577060.871441514 5827989.192140721, 577063.4728244949 5827956.134491612))
436;POLYGON ((577181.9087835446 5828030.40991549, 577220.3766206115 5828012.566058319, 577231.1062886561 5828051.0133817885, 577181.9087835446 5828030.40991549))
437;POLYGON ((577325.0962996089 5828137.600284803, 577295.4051798995 5828127.206285098, 577342.6580400356 5828094.688642955, 577325.0962996089 5828137.600284803))
438;POLYGON ((577429.8238135576 5828144.065593563, 577380.2438568317 5828193.467616638, 577374.436084697 5828188.035308626, 577429.8238135576 5828144.065593563))
439;POLYGON ((577028.2209394223 5827444.535036216, 577034.9168754595 5827445.285896328, 577035.2839514851 5827451.655526791, 577028.2209394223 5827444.535036216))
440;POLYGON ((577043.1855288802 5828132.889682843, 577046.1719411542 5828124.803966376, 577098.5880229484 5828165.811776054, 577043.1855288802 5828132.889682843))
441;POLYGON ((577111.1699254634 5828211.752780108, 577159.1925546663 5828192.985702495, 577175.9935588127 5828218.695431126, 577111.1699254634 5828211.752780108))
442;POLYGON ((577414.0799323996 5828122.677342142, 577392.1152550849 5828101.813613119, 577405.5655998413 5828108.056834628, 577414.0799323996 5828122.677342142))
443;POLYGON ((577405.3869118434 5827561.362959527, 577388.4000058229 5827564.420405896, 577402.1338329287 5827555.8598636445, 577405.3869118434 5827561.362959527))
444;POLYGON ((577336.9921587264 5827589.862797434, 577349.8656919409 5827584.704058412, 577347.1550035193 5827590.301829773, 577336.9921587264 5827589.862797434))
445;POLYGON ((577415.9075288634 5827625.168224831, 577403.0312609252 5827631.784202594, 577402.2194777143 5827628.711794429, 577415.9075288634 5827625.168224831))
446;POLYGON ((577067.9562341187 5828072.167465373, 577103.2887826955 5828065.560165969, 577118.3517212158 5828093.700998619, 577067.9562341187 5828072.167465373))
447;POLYGON ((576849.2044761332 5827733.562366946, 576855.9917055249 5827737.529724197, 576852.3816823472 5827740.042942428, 576849.2044761332 5827733.562366946))
448;POLYGON ((577034.9168754595 5827445.285896328, 577039.9422826604 5827443.696298555, 577040.0162247899 5827444.995724553, 577034.9168754595 5827445.285896328))
449;POLYGON ((576830.1301794194 5827741.895801532, 576833.832900876 5827744.257034694, 576832.5567083068 5827750.445043392, 576830.1301794194 5827741.895801532))
450;POLYGON ((577410.4602931713 5827875.708871881, 577381.8986843503 5827883.734071054, 577372.2841752595 5827828.6100627035, 577410.4602931713 5827875.708871881))
451;POLYGON ((577025.7135302091 5827980.827443946, 577036.9595310495 5827961.935503021, 577046.3264754075 5827983.577908127, 577025.7135302091 5827980.827443946))
452;POLYGON ((577018.3150810916 5827422.617197821, 577025.2064587255 5827422.147309069, 577027.3983342146 5827433.107203095, 577018.3150810916 5827422.617197821))
453;POLYGON ((577239.647681758 5827943.997589805, 577227.7486709359 5827896.5812055385, 577236.3621661521 5827892.990306589, 577239.647681758 5827943.997589805))
454;POLYGON ((576983.9451287825 5827621.969105779, 576987.5455637185 5827612.335446872, 576990.8791575524 5827614.045696166, 576983.9451287825 5827621.969105779))
455;POLYGON ((577328.9196576462 5828305.179412234, 577329.9800575263 5828289.976338245, 577387.8901545777 5828229.090650578, 577328.9196576462 5828305.179412234))
456;POLYGON ((577071.2921374331 5827479.6549569545, 577066.630520189 5827473.789195738, 577058.3817796669 5827450.362070801, 577071.2921374331 5827479.6549569545))
457;POLYGON ((577068.7765658023 5827592.4553386485, 577069.9966371532 5827603.589064082, 577060.4322106343 5827615.898862405, 577068.7765658023 5827592.4553386485))
458;POLYGON ((577326.1536018556 5827673.634023225, 577330.1896641294 5827673.3307644725, 577327.978024893 5827676.511060111, 577326.1536018556 5827673.634023225))
459;POLYGON ((577393.7502016942 5827819.882720743, 577430.778660891 5827815.852372649, 577431.6461927368 5827817.968867375, 577393.7502016942 5827819.882720743))
460;POLYGON ((576845.199043899 5827768.533851756, 576847.5673879662 5827764.844033871, 576860.7274289941 5827759.0655032, 576845.199043899 5827768.533851756))
461;POLYGON ((577109.9100399329 5827802.3214588575, 577165.5480652018 5827839.547396325, 577109.4537318647 5827834.233629894, 577109.9100399329 5827802.3214588575))
462;POLYGON ((577484.7424272993 5828035.348970549, 577481.5492598886 5828042.752494006, 577468.2285411062 5828033.028798506, 577484.7424272993 5828035.348970549))
463;POLYGON ((577488.6266647517 5827986.090649239, 577488.6437481113 5827978.180594426, 577488.7432472582 5827968.491745691, 577488.6266647517 5827986.090649239))
464;POLYGON ((577212.5943573229 5827800.494464676, 577204.2437769134 5827807.160233442, 577165.9559508868 5827762.686983062, 577212.5943573229 5827800.494464676))
465;POLYGON ((577054.8830193228 5827517.721381091, 577055.4330402606 5827516.97533904, 577056.3832908963 5827516.928394805, 577054.8830193228 5827517.721381091))
466;POLYGON ((577392.8271431355 5828208.241559599, 577374.1974695441 5828199.891455276, 577380.2438568317 5828193.467616638, 577392.8271431355 5828208.241559599))
467;POLYGON ((577031.5976989472 5827952.0270342855, 577044.5311452614 5827939.336423041, 577038.5834140038 5827950.468355706, 577031.5976989472 5827952.0270342855))
468;POLYGON ((577207.6912453951 5827859.950136462, 577204.8665900186 5827861.418577398, 577205.1417019435 5827854.5139173195, 577207.6912453951 5827859.950136462))
469;POLYGON ((577016.1652457535 5828296.7888467265, 576829.265870254 5827768.850644667, 577020.8953654557 5828114.959687476, 577016.1652457535 5828296.7888467265))
470;POLYGON ((577501.0174178316 5827812.315697063, 577488.7432472582 5827968.491745691, 577486.4569827694 5827928.970605717, 577501.0174178316 5827812.315697063))
471;POLYGON ((577347.3091000986 5827895.936223971, 577356.3149122607 5827892.819022424, 577360.6618420809 5827901.10969875, 577347.3091000986 5827895.936223971))
472;POLYGON ((577240.3513505379 5828076.014202695, 577235.1063903009 5828066.674749808, 577236.4754817846 5828061.923506503, 577240.3513505379 5828076.014202695))
473;POLYGON ((577209.4370559328 5827501.27684844, 577241.8846594687 5827550.56443332, 577239.9856520196 5827551.112940939, 577209.4370559328 5827501.27684844))
474;POLYGON ((576956.5659027672 5827709.513401831, 576960.1957418927 5827712.413174525, 576954.4500745068 5827715.015056475, 576956.5659027672 5827709.513401831))
475;POLYGON ((576982.9436585285 5827524.715597912, 576993.3408289133 5827564.464320805, 576985.3238774468 5827558.552670317, 576982.9436585285 5827524.715597912))
476;POLYGON ((577092.3747466201 5827648.288808927, 577184.9950938938 5827651.553638292, 577093.2144665351 5827654.754911538, 577092.3747466201 5827648.288808927))
477;POLYGON ((577117.6051694807 5827954.752548086, 577140.8841280995 5827927.684352663, 577159.5272632816 5827932.484673248, 577117.6051694807 5827954.752548086))
478;POLYGON ((577235.552950436 5828004.155823038, 577236.7767222795 5828014.1659800485, 577231.8538371656 5828010.589135666, 577235.552950436 5828004.155823038))
479;POLYGON ((577435.2108164177 5827701.651312373, 577428.0502014518 5827700.747895166, 577428.3335836942 5827699.539693467, 577435.2108164177 5827701.651312373))
480;POLYGON ((577240.0648640705 5828253.496738906, 577241.3163267163 5828255.752780176, 577236.2310658592 5828255.605609862, 577240.0648640705 5828253.496738906))
481;POLYGON ((577061.803036937 5828320.038061773, 577069.6833155501 5828293.73906316, 577073.6882459647 5828306.107190989, 577061.803036937 5828320.038061773))
482;POLYGON ((577024.6119838906 5827953.585712865, 577015.904867835 5827884.925816805, 577036.0863103606 5827925.374106079, 577024.6119838906 5827953.585712865))
483;POLYGON ((577272.8426692054 5828216.900104815, 577284.1452526777 5828210.3034230685, 577290.9495019428 5828224.262495098, 577272.8426692054 5828216.900104815))
484;POLYGON ((576939.167337159 5827829.312378763, 576948.2346378249 5827827.082717075, 576948.1806243261 5827831.301197326, 576939.167337159 5827829.312378763))
485;POLYGON ((577415.7163921571 5827544.448802614, 577407.6984485929 5827560.008881769, 577404.445371278 5827554.505784343, 577415.7163921571 5827544.448802614))
486;POLYGON ((577324.9473006234 5827665.092705114, 577322.9013027932 5827668.509262837, 577321.2088235809 5827665.856828748, 577324.9473006234 5827665.092705114))
487;POLYGON ((576967.8479310983 5827818.7521005105, 576967.8414616721 5827818.750621548, 576967.8461864132 5827818.742496225, 576967.8479310983 5827818.7521005105))
488;POLYGON ((576999.7270582082 5827620.1039628275, 577061.3982276609 5827624.669950115, 577061.9758313686 5827649.04413326, 576999.7270582082 5827620.1039628275))
489;POLYGON ((577061.3989842841 5827480.1101609655, 577056.1161417597 5827511.528264663, 577050.019819997 5827503.2659236705, 577061.3989842841 5827480.1101609655))
490;POLYGON ((577461.9247285868 5827914.896993404, 577469.2255373619 5827910.785031999, 577468.2903379326 5827914.21914652, 577461.9247285868 5827914.896993404))
491;POLYGON ((577323.9923050324 5827917.606940721, 577328.3397794735 5827913.881922717, 577328.899126159 5827914.925460346, 577323.9923050324 5827917.606940721))
492;POLYGON ((577442.8258930454 5827626.017639302, 577423.8942986794 5827634.228671218, 577423.8172083745 5827623.702609119, 577442.8258930454 5827626.017639302))
493;POLYGON ((577420.135918492 5827867.951887993, 577431.6461927368 5827817.968867375, 577433.6168510297 5827818.879029066, 577420.135918492 5827867.951887993))
494;POLYGON ((577336.7407772995 5827929.279276276, 577338.6609042925 5827919.686010993, 577353.8537498617 5827907.910898319, 577336.7407772995 5827929.279276276))
495;POLYGON ((577098.8380357018 5827801.1342825815, 577109.4537318647 5827834.233629894, 577100.8162404391 5827841.061926036, 577098.8380357018 5827801.1342825815))
496;POLYGON ((577050.9482690745 5827373.0776762245, 577052.9846773337 5827380.575068768, 577033.1531608831 5827401.156215672, 577050.9482690745 5827373.0776762245))
497;POLYGON ((577420.062496823 5827986.716815691, 577336.7407772995 5827929.279276276, 577423.6220026108 5827967.737279587, 577420.062496823 5827986.716815691))
498;POLYGON ((577154.4406412905 5827747.952799111, 577163.9081407577 5827744.353004933, 577164.1129017231 5827747.260023847, 577154.4406412905 5827747.952799111))
499;POLYGON ((577263.7461336048 5828097.3114988515, 577228.6635217757 5828082.538145848, 577240.3513505379 5828076.014202695, 577263.7461336048 5828097.3114988515))
500;POLYGON ((576982.9436585285 5827524.715597912, 577035.4001382926 5827510.890049645, 577039.2595202412 5827527.3834182415, 576982.9436585285 5827524.715597912))
501;POLYGON ((577400.2740343517 5828214.545412905, 577392.8271431355 5828208.241559599, 577429.8238135576 5828144.065593563, 577400.2740343517 5828214.545412905))
502;POLYGON ((577348.7899897436 5828212.706284119, 577352.0491801488 5828209.2421984095, 577368.1510822566 5828206.315293915, 577348.7899897436 5828212.706284119))
503;POLYGON ((577071.2921374331 5827479.6549569545, 577056.1161417597 5827511.528264663, 577061.3989842841 5827480.1101609655, 577071.2921374331 5827479.6549569545))
504;POLYGON ((577014.1050827708 5827781.64070689, 577020.7361172744 5827771.009043568, 577052.0348176863 5827773.293838505, 577014.1050827708 5827781.64070689))
505;POLYGON ((577286.4528400592 5827617.3999476675, 577296.2185892496 5827663.914898923, 577276.0996850351 5827615.289187609, 577286.4528400592 5827617.3999476675))
506;POLYGON ((576973.3423942741 5827622.792215049, 576975.6787709447 5827612.971747572, 576983.9451287825 5827621.969105779, 576973.3423942741 5827622.792215049))
507;POLYGON ((576838.1568732396 5827745.0259570265, 576842.4534259983 5827744.092236161, 576841.1772224255 5827750.280242706, 576838.1568732396 5827745.0259570265))
508;POLYGON ((577265.1639595319 5827864.619305233, 577227.9648905623 5827815.623509248, 577283.8127715773 5827822.392190718, 577265.1639595319 5827864.619305233))
509;POLYGON ((577286.7390663648 5827547.913881957, 577276.4454084125 5827553.169222931, 577256.4681859785 5827552.953399406, 577286.7390663648 5827547.913881957))
510;POLYGON ((577201.0244364559 5827493.400480636, 577160.0303833704 5827488.836650466, 577086.9702113934 5827385.3611570075, 577201.0244364559 5827493.400480636))
511;POLYGON ((577441.5768980698 5827787.719946187, 577441.8296613202 5827806.392757099, 577440.2215257188 5827807.40194715, 577441.5768980698 5827787.719946187))
512;POLYGON ((577438.6447231319 5828135.494060845, 577435.7358804309 5828128.817067354, 577441.8795081684 5828117.766582959, 577438.6447231319 5828135.494060845))
513;POLYGON ((577083.534812715 5828314.473286167, 577187.2519709574 5828256.466808885, 577209.3692221829 5828279.256762524, 577083.534812715 5828314.473286167))
514;POLYGON ((577367.9195565036 5827885.170365287, 577364.7859416355 5827888.391669345, 577356.3149122607 5827892.819022424, 577367.9195565036 5827885.170365287))
515;POLYGON ((577205.1417019435 5827854.5139173195, 577202.041934642 5827862.887018334, 577201.8307105335 5827847.958668248, 577205.1417019435 5827854.5139173195))
516;POLYGON ((577421.6286962256 5827897.302703548, 577430.9329607858 5827893.311443913, 577461.9247285868 5827914.896993404, 577421.6286962256 5827897.302703548))
517;POLYGON ((577061.9758313686 5827649.04413326, 577061.3982276609 5827624.669950115, 577070.7225331303 5827640.893539495, 577061.9758313686 5827649.04413326))
518;POLYGON ((577427.2408512665 5827991.60348903, 577427.7875890443 5827988.152582202, 577433.2818365985 5827989.173729447, 577427.2408512665 5827991.60348903))
519;POLYGON ((577291.0778526894 5828099.702017216, 577277.4030214554 5828099.074003732, 577285.619053848 5828097.034497725, 577291.0778526894 5828099.702017216))
520;POLYGON ((577486.7854566977 5828040.232156134, 577486.2241930931 5828024.79199717, 577488.5405065675 5827994.511387561, 577486.7854566977 5828040.232156134))
521;POLYGON ((577429.8238135576 5828144.065593563, 577414.0799323996 5828122.677342142, 577423.2532733157 5828127.773644387, 577429.8238135576 5828144.065593563))
522;POLYGON ((577026.7428974289 5827987.011298372, 577025.7135302091 5827980.827443946, 577029.8176785766 5827986.499468904, 577026.7428974289 5827987.011298372))
523;POLYGON ((577254.070258181 5827772.2792305965, 577229.0059504532 5827802.912262755, 577247.5925876345 5827768.038065684, 577254.070258181 5827772.2792305965))
524;POLYGON ((576846.0634409828 5827741.579010652, 576848.4317979431 5827737.889193208, 576850.0133233345 5827743.732757988, 576846.0634409828 5827741.579010652))
525;POLYGON ((576985.3238616722 5827639.8140422525, 576999.7270582082 5827620.1039628275, 577061.9758313686 5827649.04413326, 576985.3238616722 5827639.8140422525))
526;POLYGON ((577271.7517053556 5827583.479033978, 577267.9419890522 5827572.893946264, 577283.3786638512 5827569.744806385, 577271.7517053556 5827583.479033978))
527;POLYGON ((577104.0826657598 5828187.3648022385, 577113.9219365055 5828167.026747149, 577107.6262956116 5828199.558791174, 577104.0826657598 5828187.3648022385))
528;POLYGON ((577044.3544712666 5828002.08206894, 577047.8199108033 5827991.979047756, 577053.5793999605 5828004.37482103, 577044.3544712666 5828002.08206894))
529;POLYGON ((577173.5422773772 5827844.9249800965, 577198.5197191237 5827841.403419176, 577181.5364895526 5827850.302563869, 577173.5422773772 5827844.9249800965))
530;POLYGON ((577454.2714713352 5827823.734606324, 577454.4738591377 5827810.54281912, 577463.4530901473 5827809.116484001, 577454.2714713352 5827823.734606324))
531;POLYGON ((577087.6682698607 5828280.494135186, 577083.0427987236 5828285.983942449, 577084.3545391809 5828279.273646479, 577087.6682698607 5828280.494135186))
532;POLYGON ((577033.5561805735 5828270.083490165, 577035.7047272474 5828264.432188462, 577068.858439426 5828281.187478484, 577033.5561805735 5828270.083490165))
533;POLYGON ((577003.5981811804 5827809.500468739, 577014.1050827708 5827781.64070689, 577066.0197018557 5827797.701510047, 577003.5981811804 5827809.500468739))
534;POLYGON ((577080.2069522757 5828241.603608926, 577079.9931831227 5828250.856747542, 577035.7047272474 5828264.432188462, 577080.2069522757 5828241.603608926))
535;POLYGON ((576967.2682628365 5827818.619583672, 576967.8390246145 5827818.70307137, 576967.8149051738 5827818.744550518, 576967.2682628365 5827818.619583672))
536;POLYGON ((577256.8539375574 5827768.05101639, 577252.1063889409 5827764.938643548, 577255.6759124722 5827742.721608168, 577256.8539375574 5827768.05101639))
537;POLYGON ((577045.6660391797 5828066.253021995, 577049.1678145034 5828067.587702505, 577048.4325452829 5828069.534211975, 577045.6660391797 5828066.253021995))
538;POLYGON ((577184.9950938938 5827651.553638292, 577193.5232116833 5827653.390604673, 577193.3041869734 5827654.388448827, 577184.9950938938 5827651.553638292))
539;POLYGON ((577025.2064587255 5827422.147309069, 577024.8359038727 5827416.856808164, 577034.1109095224 5827414.755671859, 577025.2064587255 5827422.147309069))
540;POLYGON ((577033.5561805735 5828270.083490165, 577068.858439426 5828281.187478484, 577069.6833155501 5828293.73906316, 577033.5561805735 5828270.083490165))
541;POLYGON ((577288.8133486636 5827570.976720496, 577319.1582425197 5827604.066067032, 577289.6690327453 5827601.685831383, 577288.8133486636 5827570.976720496))
542;POLYGON ((577475.6299383716 5827994.37335238, 577445.9589271353 5828015.575567774, 577434.4387746548 5827997.391659654, 577475.6299383716 5827994.37335238))
543;POLYGON ((576942.9202616357 5827733.847092315, 576955.3970712405 5827731.885256987, 576954.0865083939 5827736.804377979, 576942.9202616357 5827733.847092315))
544;POLYGON ((577332.2796755244 5827608.924262972, 577323.4449179888 5827610.620148368, 577329.0858897131 5827606.948976107, 577332.2796755244 5827608.924262972))
545;POLYGON ((577463.1158249481 5827926.086015482, 577470.5061114302 5827925.302039198, 577470.7713907111 5827927.79838795, 577463.1158249481 5827926.086015482))
546;POLYGON ((577366.3091163301 5828031.335593374, 577354.5105309665 5828046.546602786, 577353.8734213561 5828029.024775902, 577366.3091163301 5828031.335593374))
547;POLYGON ((577083.534812715 5828314.473286167, 577080.956460284 5828296.275588462, 577087.6682698607 5828280.494135186, 577083.534812715 5828314.473286167))
548;POLYGON ((577057.9856332554 5828085.372021104, 577067.9562341187 5828072.167465373, 577118.3517212158 5828093.700998619, 577057.9856332554 5828085.372021104))
549;POLYGON ((577073.7728919556 5827359.920086147, 577071.0987925894 5827360.634442933, 577069.6772616978 5827355.394112891, 577073.7728919556 5827359.920086147))
550;POLYGON ((577206.3488235517 5827897.733762962, 577164.967262636 5827901.619145816, 577172.836844906 5827863.204337884, 577206.3488235517 5827897.733762962))
551;POLYGON ((577211.9952884204 5827657.932506432, 577196.9075641849 5827678.465583951, 577207.970122135 5827657.546247156, 577211.9952884204 5827657.932506432))
552;POLYGON ((577325.8113732212 5828067.609160311, 577274.6364337828 5828045.705121645, 577331.15970106 5828041.737743632, 577325.8113732212 5828067.609160311))
553;POLYGON ((577070.3074539301 5827787.878490748, 577089.0838372674 5827787.70748202, 577072.9628175294 5827795.207657124, 577070.3074539301 5827787.878490748))
554;POLYGON ((577003.5981811804 5827809.500468739, 576989.5018244887 5827766.355711678, 577014.1050827708 5827781.64070689, 577003.5981811804 5827809.500468739))
555;POLYGON ((577055.0211598771 5827915.982349447, 577078.5505687682 5827894.068970508, 577066.8424452445 5827923.767627155, 577055.0211598771 5827915.982349447))
556;POLYGON ((577374.436084697 5828188.035308626, 577369.1787441466 5828193.614975671, 577364.8262938319 5828189.540807587, 577374.436084697 5828188.035308626))
557;POLYGON ((577207.5549797725 5827836.851204631, 577208.9268872609 5827814.777415918, 577216.705665441 5827814.711232438, 577207.5549797725 5827836.851204631))
558;POLYGON ((577025.2064587255 5827422.147309069, 577034.1109095224 5827414.755671859, 577039.1264784465 5827432.26857004, 577025.2064587255 5827422.147309069))
559;POLYGON ((576939.9328180646 5827842.652904374, 576939.167337159 5827829.312378763, 576946.8859714917 5827836.932609249, 576939.9328180646 5827842.652904374))
560;POLYGON ((577172.836844906 5827863.204337884, 577177.1866672293 5827856.753450876, 577202.041934642 5827862.887018334, 577172.836844906 5827863.204337884))
561;POLYGON ((577209.911555525 5827493.974821891, 577286.7390663648 5827547.913881957, 577249.8102478617 5827551.524169591, 577209.911555525 5827493.974821891))
562;POLYGON ((577218.9208730577 5828130.791696856, 577213.9058636801 5828126.406799354, 577229.8136637897 5828128.482896196, 577218.9208730577 5828130.791696856))
563;POLYGON ((577178.4688179825 5827536.723245661, 577171.9932565666 5827537.9003964085, 577164.2866755036 5827502.911013599, 577178.4688179825 5827536.723245661))
564;POLYGON ((577364.8262938319 5828189.540807587, 577360.9539073443 5828193.651585371, 577356.0541825056 5828189.0569784, 577364.8262938319 5828189.540807587))
565;POLYGON ((577043.4754991841 5827534.581412215, 577055.2251680974 5827534.510829587, 577055.567294493 5827542.459905216, 577043.4754991841 5827534.581412215))
566;POLYGON ((577358.6742433552 5827672.37991242, 577337.9709379993 5827668.41403757, 577353.9283179906 5827664.883972984, 577358.6742433552 5827672.37991242))
567;POLYGON ((577430.113031137 5827886.055662652, 577423.1360374272 5827886.835126126, 577427.3279480541 5827882.76545826, 577430.113031137 5827886.055662652))
568;POLYGON ((577093.2144665351 5827654.754911538, 577177.452947224 5827678.224952111, 577175.2899933995 5827682.618775052, 577093.2144665351 5827654.754911538))
569;POLYGON ((577109.5943089675 5828067.384172597, 577120.4896232028 5828056.552948073, 577127.1183244133 5828068.372881809, 577109.5943089675 5828067.384172597))
570;POLYGON ((577236.2310658592 5828255.605609862, 577241.3163267163 5828255.752780176, 577235.219403621 5828264.746001464, 577236.2310658592 5828255.605609862))
571;POLYGON ((577037.0334365809 5827327.810707029, 577035.1033277829 5827333.765845201, 576968.7002355309 5827475.783318534, 577037.0334365809 5827327.810707029))
572;POLYGON ((577393.5053844014 5827692.501566132, 577383.9335760415 5827694.541682478, 577381.1074569004 5827658.238512607, 577393.5053844014 5827692.501566132))
573;POLYGON ((576960.068801011 5827877.437209471, 577024.6119838906 5827953.585712865, 577013.3104204407 5827982.879252252, 576960.068801011 5827877.437209471))
574;POLYGON ((577155.5579120191 5827763.435044539, 577165.9559508868 5827762.686983062, 577165.5480652018 5827839.547396325, 577155.5579120191 5827763.435044539))
575;POLYGON ((577239.647681758 5827943.997589805, 577224.8855455036 5827898.126904943, 577227.7486709359 5827896.5812055385, 577239.647681758 5827943.997589805))
576;POLYGON ((576963.6977795137 5827555.486158585, 576973.0331774636 5827510.83045712, 576974.3942067624 5827525.504311565, 576963.6977795137 5827555.486158585))
577;POLYGON ((577296.2185892496 5827663.914898923, 577300.8321240027 5827671.219549707, 577280.6182470312 5827705.266770899, 577296.2185892496 5827663.914898923))
578;POLYGON ((577342.6580400356 5828094.688642955, 577349.1620830996 5828072.417995168, 577352.9408380771 5828078.930698632, 577342.6580400356 5828094.688642955))
579;POLYGON ((577273.7517713652 5827564.975395546, 577254.3620510764 5827562.7440105295, 577256.4681859785 5827552.953399406, 577273.7517713652 5827564.975395546))
580;POLYGON ((577043.1855288802 5828132.889682843, 577098.5880229484 5828165.811776054, 577091.6594370732 5828172.694283152, 577043.1855288802 5828132.889682843))
581;POLYGON ((577086.6867529185 5828227.220320102, 577099.2874078756 5828215.192152433, 577097.738671699 5828227.472637451, 577086.6867529185 5828227.220320102))
582;POLYGON ((577039.2595202412 5827527.3834182415, 577043.4754991841 5827534.581412215, 576993.3408289133 5827564.464320805, 577039.2595202412 5827527.3834182415))
583;POLYGON ((577496.7724094577 5827822.806575969, 577481.1448980788 5827900.816374115, 577487.5109372952 5827823.660965311, 577496.7724094577 5827822.806575969))
584;POLYGON ((576959.4350179551 5827723.7159247035, 576962.0023417015 5827733.635902793, 576955.3970712405 5827731.885256987, 576959.4350179551 5827723.7159247035))
585;POLYGON ((577235.9482785094 5827973.1549715195, 577227.3752705543 5827999.476148431, 577216.6666945233 5828001.042454058, 577235.9482785094 5827973.1549715195))
586;POLYGON ((577431.8935192495 5828112.223463592, 577424.4839082786 5828112.962682428, 577426.9037567617 5828108.606414929, 577431.8935192495 5828112.223463592))
587;POLYGON ((576942.2780114163 5827812.906610715, 576967.3570231912 5827816.04971049, 576963.8764710036 5827817.8441927135, 576942.2780114163 5827812.906610715))
588;POLYGON ((577246.2961046534 5827760.051623314, 577249.5362782072 5827765.087136321, 577247.5925876345 5827768.038065684, 577246.2961046534 5827760.051623314))
589;POLYGON ((577318.2470045716 5827809.753222733, 577325.5997699944 5827817.768796594, 577316.9048786369 5827821.781028106, 577318.2470045716 5827809.753222733))
590;POLYGON ((577271.7517053556 5827583.479033978, 577265.9863528791 5827582.164029499, 577266.4516175153 5827578.878206227, 577271.7517053556 5827583.479033978))
591;POLYGON ((577175.7842362699 5827566.84236118, 577194.7200227149 5827599.517056475, 577172.2515638405 5827576.020811253, 577175.7842362699 5827566.84236118))
592;POLYGON ((577061.6773309174 5828074.237896692, 577063.1477038211 5828070.356004582, 577062.135260944 5828074.412005405, 577061.6773309174 5828074.237896692))
593;POLYGON ((576985.3238616722 5827639.8140422525, 577063.0749205898 5827657.539181036, 576997.5177597261 5827708.261776343, 576985.3238616722 5827639.8140422525))
594;POLYGON ((577415.8192898092 5827529.831365921, 577073.7728919556 5827359.920086147, 577050.0512503337 5827331.998948012, 577415.8192898092 5827529.831365921))
595;POLYGON ((577385.6733561672 5827715.162770344, 577317.7946222322 5827682.9473702675, 577383.800805324 5827707.200538357, 577385.6733561672 5827715.162770344))
