id;geometry
938;POLYGON ((577046.3264754075 5827983.577908127, 577060.871441514 5827989.192140721, 577047.8199108033 5827991.979047756, 577046.3264754075 5827983.577908127))
939;POLYGON ((577075.4422375571 5827733.388403399, 577078.9883646839 5827733.644614774, 577078.0928093004 5827745.746269879, 577075.4422375571 5827733.388403399))
940;POLYGON ((577155.5579120191 5827763.435044539, 577103.8468203857 5827752.071511867, 577154.4406412905 5827747.952799111, 577155.5579120191 5827763.435044539))
941;POLYGON ((577327.0615195909 5827600.864596919, 577328.480306051 5827603.055973569, 577326.2321817493 5827602.585812647, 577327.0615195909 5827600.864596919))
942;POLYGON ((577273.7517713652 5827564.975395546, 577283.3786638512 5827569.744806385, 577267.9419890522 5827572.893946264, 577273.7517713652 5827564.975395546))
943;POLYGON ((577434.4387746548 5827997.391659654, 577423.81815344 5828001.951702091, 577428.0982555866 5827998.203453169, 577434.4387746548 5827997.391659654))
944;POLYGON ((577037.0334365809 5827327.810707029, 576968.7002355309 5827475.783318534, 576827.4426654447 5827729.693262554, 577037.0334365809 5827327.810707029))
945;POLYGON ((577013.3104204407 5827982.879252252, 577024.6119838906 5827953.585712865, 577025.7574180103 5827958.71042825, 577013.3104204407 5827982.879252252))
946;POLYGON ((577327.0615195909 5827600.864596919, 577326.2321817493 5827602.585812647, 577324.7992182617 5827600.394889817, 577327.0615195909 5827600.864596919))
947;POLYGON ((576981.2493579637 5827569.892202601, 576985.8231132786 5827569.007473922, 576986.6131728012 5827576.485200419, 576981.2493579637 5827569.892202601))
948;POLYGON ((577429.8534355172 5827692.988538024, 577422.3609315013 5827691.223195992, 577432.0896128252 5827689.118887078, 577429.8534355172 5827692.988538024))
949;POLYGON ((577353.8537498617 5827907.910898319, 577347.3091000986 5827895.936223971, 577360.6618420809 5827901.10969875, 577353.8537498617 5827907.910898319))
950;POLYGON ((577050.0512503337 5827331.998948012, 577069.6772616978 5827355.394112891, 577048.1209515879 5827337.965204039, 577050.0512503337 5827331.998948012))
951;POLYGON ((577401.8295917249 5827529.73208472, 577401.7662967221 5827538.43131761, 577382.6490772136 5827555.350934655, 577401.8295917249 5827529.73208472))
952;POLYGON ((577286.7390663648 5827547.913881957, 577256.4681859785 5827552.953399406, 577249.8102478617 5827551.524169591, 577286.7390663648 5827547.913881957))
953;POLYGON ((577153.3419574739 5827541.243883961, 577138.5028859836 5827535.724897483, 577159.060307479 5827500.709043063, 577153.3419574739 5827541.243883961))
954;POLYGON ((577057.9856332554 5828085.372021104, 577118.3517212158 5828093.700998619, 577046.1719411542 5828124.803966376, 577057.9856332554 5828085.372021104))
955;POLYGON ((576958.6817310276 5827704.011747186, 576977.44070839 5827713.56380195, 576960.1957418927 5827712.413174525, 576958.6817310276 5827704.011747186))
956;POLYGON ((577048.1209515879 5827337.965204039, 577056.1770061314 5827359.030629757, 577052.1980184691 5827363.863139228, 577048.1209515879 5827337.965204039))
957;POLYGON ((576852.7007721239 5827755.935310217, 576847.3978393285 5827756.241282779, 576850.182868704 5827752.335509051, 576852.7007721239 5827755.935310217))
958;POLYGON ((577395.2347418863 5827757.825251719, 577318.2470045716 5827809.753222733, 577393.5049745801 5827750.688573013, 577395.2347418863 5827757.825251719))
959;POLYGON ((577024.6119838906 5827953.585712865, 577036.0863103606 5827925.374106079, 577031.5976989472 5827952.0270342855, 577024.6119838906 5827953.585712865))
960;POLYGON ((577157.2970886389 5828100.691008813, 577182.9845761121 5828150.972991609, 577147.6948190226 5828120.587700813, 577157.2970886389 5828100.691008813))
961;POLYGON ((577296.2185892496 5827663.914898923, 577213.5815296132 5827650.592421901, 577269.2241128894 5827612.632668765, 577296.2185892496 5827663.914898923))
962;POLYGON ((577380.4432707963 5828222.786815959, 577348.7899897436 5828212.706284119, 577368.1510822566 5828206.315293915, 577380.4432707963 5828222.786815959))
963;POLYGON ((577376.23990459 5827811.984281143, 577374.5983520187 5827817.2429516865, 577367.3949328172 5827818.19692048, 577376.23990459 5827811.984281143))
964;POLYGON ((577207.970122135 5827657.546247156, 577192.5406660663 5827673.123039684, 577193.3041869734 5827654.388448827, 577207.970122135 5827657.546247156))
965;POLYGON ((576954.4500745068 5827715.015056475, 576955.3970712405 5827731.885256987, 576942.9202616357 5827733.847092315, 576954.4500745068 5827715.015056475))
966;POLYGON ((577406.2048652046 5827544.3759694835, 577402.1338329287 5827555.8598636445, 577401.7662967221 5827538.43131761, 577406.2048652046 5827544.3759694835))
967;POLYGON ((576958.6817310276 5827704.011747186, 576960.1957418927 5827712.413174525, 576956.5659027672 5827709.513401831, 576958.6817310276 5827704.011747186))
968;POLYGON ((577423.6220026108 5827967.737279587, 577390.5758163123 5827907.780505836, 577414.1833101519 5827898.14150951, 577423.6220026108 5827967.737279587))
969;POLYGON ((577047.8199108033 5827991.979047756, 577061.7433057997 5827997.483349042, 577053.5793999605 5828004.37482103, 577047.8199108033 5827991.979047756))
970;POLYGON ((577325.4586449964 5828146.8069150485, 577323.1642121781 5828147.52713546, 577323.0584821398 5828144.577171033, 577325.4586449964 5828146.8069150485))
971;POLYGON ((577020.8953654557 5828114.959687476, 577028.7080516329 5828261.774075645, 577026.5593366734 5828267.436503187, 577020.8953654557 5828114.959687476))
972;POLYGON ((577034.7582468397 5828119.984565478, 577039.6788255353 5828122.420800901, 577035.4302912875 5828124.623418558, 577034.7582468397 5828119.984565478))
973;POLYGON ((577245.2116362316 5828317.861997071, 577256.3572309881 5828303.185568987, 577259.6511034209 5828308.655851181, 577245.2116362316 5828317.861997071))
974;POLYGON ((577151.10033628 5827898.796855391, 577157.7151285955 5827895.374378032, 577153.1606120232 5827902.778852852, 577151.10033628 5827898.796855391))
975;POLYGON ((577441.549380856 5827745.008225953, 577438.5251545388 5827735.336617984, 577441.65310737 5827734.618534626, 577441.549380856 5827745.008225953))
976;POLYGON ((577353.9283179906 5827664.883972984, 577332.7353553359 5827660.176077075, 577357.0430562019 5827651.738307114, 577353.9283179906 5827664.883972984))
977;POLYGON ((576965.279020637 5827570.374866686, 576973.3423942741 5827622.792215049, 576842.0415964338 5827723.325401789, 576965.279020637 5827570.374866686))
978;POLYGON ((576942.2780114163 5827812.906610715, 576958.1783758521 5827748.005562966, 576967.3570231912 5827816.04971049, 576942.2780114163 5827812.906610715))
979;POLYGON ((577228.1672947665 5827947.6655367585, 577208.6427075823 5827902.198014179, 577224.8855455036 5827898.126904943, 577228.1672947665 5827947.6655367585))
980;POLYGON ((577028.7080516329 5828261.774075645, 577080.2069522757 5828241.603608926, 577035.7047272474 5828264.432188462, 577028.7080516329 5828261.774075645))
981;POLYGON ((576969.9021293656 5827485.937671374, 576976.5510583771 5827506.869543829, 576973.0331774636 5827510.83045712, 576969.9021293656 5827485.937671374))
982;POLYGON ((577044.3544712666 5828002.08206894, 577053.5793999605 5828004.37482103, 577044.9733580498 5828005.796658275, 577044.3544712666 5828002.08206894))
983;POLYGON ((577210.1806290187 5828130.642402271, 577195.5614180134 5828090.325728275, 577213.9058636801 5828126.406799354, 577210.1806290187 5828130.642402271))
984;POLYGON ((577118.3517212158 5828093.700998619, 577109.5943089675 5828067.384172597, 577124.9003527048 5828086.561618379, 577118.3517212158 5828093.700998619))
985;POLYGON ((577024.3810356421 5827731.4816153, 577028.7118566402 5827742.987022058, 577020.5306032911 5827735.915650347, 577024.3810356421 5827731.4816153))
986;POLYGON ((577175.8021024871 5827976.120549901, 577179.0416495156 5827974.758780377, 577177.565116718 5827980.309385153, 577175.8021024871 5827976.120549901))
987;POLYGON ((577486.7854566977 5828040.232156134, 577484.4062631127 5828038.603449025, 577484.7424272993 5828035.348970549, 577486.7854566977 5828040.232156134))
988;POLYGON ((577093.2144665351 5827654.754911538, 577151.3122128311 5827719.533083809, 577082.1717637677 5827696.346184459, 577093.2144665351 5827654.754911538))
989;POLYGON ((577211.9952884204 5827657.932506432, 577196.8218174479 5827685.606871926, 577196.9075641849 5827678.465583951, 577211.9952884204 5827657.932506432))
990;POLYGON ((577078.4280899506 5827639.902548773, 577080.6623682032 5827622.577315911, 577087.6907440798 5827621.81383416, 577078.4280899506 5827639.902548773))
991;POLYGON ((577212.5896540192 5827613.038929875, 577199.1499497844 5827643.3218343025, 577202.6694419906 5827610.968556082, 577212.5896540192 5827613.038929875))
992;POLYGON ((577045.7263781829 5827716.642891504, 577075.4422375571 5827733.388403399, 577028.7118566402 5827742.987022058, 577045.7263781829 5827716.642891504))
993;POLYGON ((576826.6701810567 5827734.008969222, 576827.612252013 5827738.296012289, 576826.578371699 5827756.648105564, 576826.6701810567 5827734.008969222))
994;POLYGON ((577475.6299383716 5827994.37335238, 577434.4387746548 5827997.391659654, 577433.581378681 5827990.79169433, 577475.6299383716 5827994.37335238))
995;POLYGON ((577381.8986843503 5827883.734071054, 577367.9195565036 5827885.170365287, 577372.2841752595 5827828.6100627035, 577381.8986843503 5827883.734071054))
996;POLYGON ((577127.8934817646 5827535.668648541, 577127.8101368663 5827551.677079337, 577121.204726389 5827551.639555638, 577127.8934817646 5827535.668648541))
997;POLYGON ((577254.3620510764 5827562.7440105295, 577258.6431603762 5827576.941240077, 577248.544810439 5827561.494964049, 577254.3620510764 5827562.7440105295))
998;POLYGON ((577076.6352721335 5828035.200493041, 577088.102297316 5828005.742818254, 577105.7882773683 5828056.999521608, 577076.6352721335 5828035.200493041))
999;POLYGON ((577463.1158249481 5827926.086015482, 577421.6286962256 5827897.302703548, 577461.9247285868 5827914.896993404, 577463.1158249481 5827926.086015482))
1000;POLYGON ((577447.3495574207 5827624.876658212, 577456.875990547 5827682.969953222, 577442.8258930454 5827626.017639302, 577447.3495574207 5827624.876658212))
1001;POLYGON ((577216.455384978 5828211.969758206, 577242.0298203834 5828243.192107524, 577232.3188703662 5828248.534604053, 577216.455384978 5828211.969758206))
1002;POLYGON ((577385.6733561672 5827715.162770344, 577280.4472903293 5827723.354320378, 577287.929027308 5827709.098384805, 577385.6733561672 5827715.162770344))
1003;POLYGON ((577224.8855455036 5827898.126904943, 577214.1071671462 5827899.3806006685, 577219.5851795407 5827896.563407365, 577224.8855455036 5827898.126904943))
1004;POLYGON ((577347.3091000986 5827895.936223971, 577330.654666085 5827905.029195084, 577292.6875499083 5827860.960496353, 577347.3091000986 5827895.936223971))
1005;POLYGON ((577288.8133486636 5827570.976720496, 577271.7517053556 5827583.479033978, 577283.3786638512 5827569.744806385, 577288.8133486636 5827570.976720496))
1006;POLYGON ((577076.155236972 5827368.680138955, 577072.9284363252 5827378.230626984, 577062.2942388142 5827372.422203194, 577076.155236972 5827368.680138955))
1007;POLYGON ((577423.81815344 5828001.951702091, 577425.3581536595 5827997.970884617, 577428.0982555866 5827998.203453169, 577423.81815344 5828001.951702091))
1008;POLYGON ((577192.6969870203 5827727.974777772, 577173.7493695724 5827751.406343422, 577186.2653308983 5827730.6768064, 577192.6969870203 5827727.974777772))
1009;POLYGON ((577086.9702113934 5827385.3611570075, 577160.0303833704 5827488.836650466, 577057.6887874759 5827438.023975839, 577086.9702113934 5827385.3611570075))
1010;POLYGON ((576849.2044761332 5827733.562366946, 576852.3816823472 5827740.042942428, 576848.4317979431 5827737.889193208, 576849.2044761332 5827733.562366946))
1011;POLYGON ((577172.836844906 5827863.204337884, 577159.5684427234 5827862.538589639, 577167.0245132137 5827859.307557441, 577172.836844906 5827863.204337884))
1012;POLYGON ((577059.726678811 5827526.182002028, 577056.3832908963 5827516.928394805, 577062.410023476 5827525.7348014, 577059.726678811 5827526.182002028))
1013;POLYGON ((577240.4558253931 5827971.724286582, 577236.5185603905 5827959.368220557, 577242.2238872296 5827952.026520791, 577240.4558253931 5827971.724286582))
1014;POLYGON ((577265.9355447792 5828199.590619118, 577279.4423454197 5828156.013838373, 577280.3916714806 5828203.913551362, 577265.9355447792 5828199.590619118))
1015;POLYGON ((577058.3817796669 5827450.362070801, 577062.5258625484 5827469.852733984, 577057.0173498648 5827469.854853094, 577058.3817796669 5827450.362070801))
1016;POLYGON ((577099.2874078756 5828215.192152433, 577111.1699254634 5828211.752780108, 577097.738671699 5828227.472637451, 577099.2874078756 5828215.192152433))
1017;POLYGON ((577043.4754991841 5827534.581412215, 577055.567294493 5827542.459905216, 577045.6116138775 5827551.648394328, 577043.4754991841 5827534.581412215))
1018;POLYGON ((576936.6782705137 5827817.435538003, 576871.0023591602 5827751.928786672, 576940.4068974663 5827743.297641981, 576936.6782705137 5827817.435538003))
1019;POLYGON ((577348.0622109262 5828186.794292602, 577344.07871375 5828201.773064098, 577336.5805171446 5828186.723742022, 577348.0622109262 5828186.794292602))
1020;POLYGON ((576991.3032744271 5827590.143467873, 577053.3503984797 5827572.185924299, 576999.2358169997 5827613.443111548, 576991.3032744271 5827590.143467873))
1021;POLYGON ((577444.1924318628 5828039.823690361, 577446.2450171732 5828028.296701468, 577468.2285411062 5828033.028798506, 577444.1924318628 5828039.823690361))
1022;POLYGON ((577163.9044268194 5827973.618461075, 577159.5272632816 5827932.484673248, 577176.3443464665 5827968.385688211, 577163.9044268194 5827973.618461075))
1023;POLYGON ((577023.6059095223 5828296.205265339, 577069.6833155501 5828293.73906316, 577061.803036937 5828320.038061773, 577023.6059095223 5828296.205265339))
1024;POLYGON ((577442.0249333143 5827821.426576684, 577443.8020869202 5827821.721765364, 577448.8001065382 5827823.98162677, 577442.0249333143 5827821.426576684))
1025;POLYGON ((577046.4765420542 5827557.380593811, 577053.580417959 5827556.313318385, 577046.7314593244 5827558.830942219, 577046.4765420542 5827557.380593811))
1026;POLYGON ((577165.1801876228 5827559.587845732, 577161.2765967757 5827566.513071778, 577153.2732404107 5827554.604653004, 577165.1801876228 5827559.587845732))
1027;POLYGON ((577390.6429810125 5827813.73665082, 577387.3033299401 5827815.419341175, 577391.8204182031 5827809.549818044, 577390.6429810125 5827813.73665082))
1028;POLYGON ((577354.5105309665 5828046.546602786, 577331.15970106 5828041.737743632, 577353.8734213561 5828029.024775902, 577354.5105309665 5828046.546602786))
1029;POLYGON ((577020.8953654557 5828114.959687476, 576933.8832079249 5827861.982922522, 577019.4243677808 5828019.634526651, 577020.8953654557 5828114.959687476))
1030;POLYGON ((577077.4157961265 5827853.920994353, 577080.1071089141 5827852.528256648, 577085.898947936 5827888.210473815, 577077.4157961265 5827853.920994353))
1031;POLYGON ((577294.4239506302 5828241.439817311, 577249.2710202012 5828271.076187961, 577247.193467475 5828252.519163927, 577294.4239506302 5828241.439817311))
1032;POLYGON ((577071.2921374331 5827479.6549569545, 577153.8339394543 5827498.507072527, 577127.8934817646 5827535.668648541, 577071.2921374331 5827479.6549569545))
1033;POLYGON ((577037.4497500338 5827475.0089330925, 577035.2839514851 5827451.655526791, 577042.1432706196 5827473.113796361, 577037.4497500338 5827475.0089330925))
1034;POLYGON ((577028.7080516329 5828261.774075645, 577043.1855288802 5828132.889682843, 577090.4442828445 5828191.310509481, 577028.7080516329 5828261.774075645))
1035;POLYGON ((577219.77643627 5827587.864006331, 577219.058469112 5827591.2793463515, 577207.8677863467 5827597.14368374, 577219.77643627 5827587.864006331))
1036;POLYGON ((577264.4748378468 5827715.002222167, 577245.8945179739 5827737.4602725785, 577245.8247203383 5827711.881378584, 577264.4748378468 5827715.002222167))
1037;POLYGON ((577279.3158453787 5827599.575064847, 577278.5818272826 5827603.145901896, 577271.4703064328 5827601.698340027, 577279.3158453787 5827599.575064847))
1038;POLYGON ((577035.1033277829 5827333.765845201, 577020.2518305148 5827402.054249136, 576968.7002355309 5827475.783318534, 577035.1033277829 5827333.765845201))
1039;POLYGON ((577430.167431382 5827866.809187068, 577448.8001065382 5827823.98162677, 577450.3817141665 5827824.218089463, 577430.167431382 5827866.809187068))
1040;POLYGON ((577320.6583192834 5828142.347427017, 577293.3664381362 5828139.167447707, 577295.4051798995 5828127.206285098, 577320.6583192834 5828142.347427017))
1041;POLYGON ((577367.9228776866 5828022.69428918, 577420.062496823 5827986.716815691, 577420.3096528604 5828000.616645296, 577367.9228776866 5828022.69428918))
1042;POLYGON ((577118.3517212158 5828093.700998619, 577132.1670277542 5828118.039472076, 577112.0103738508 5828147.359856638, 577118.3517212158 5828093.700998619))
1043;POLYGON ((577456.875990547 5827682.969953222, 577432.0896128252 5827689.118887078, 577423.8942986794 5827634.228671218, 577456.875990547 5827682.969953222))
1044;POLYGON ((577302.775274561 5828233.405772967, 577336.5805171446 5828186.723742022, 577344.07871375 5828201.773064098, 577302.775274561 5828233.405772967))
1045;POLYGON ((576827.612252013 5827738.296012289, 576828.946706878 5827752.958278792, 576826.578371699 5827756.648105564, 576827.612252013 5827738.296012289))
1046;POLYGON ((577172.2515638405 5827576.020811253, 577192.749229962 5827608.898182289, 577161.1094098226 5827575.811439534, 577172.2515638405 5827576.020811253))
1047;POLYGON ((577415.7163921571 5827544.448802614, 577428.9216006966 5827604.302539915, 577407.6984485929 5827560.008881769, 577415.7163921571 5827544.448802614))
1048;POLYGON ((577202.6422348705 5828074.383369322, 577181.9087835446 5828030.40991549, 577227.7151573772 5828056.822967664, 577202.6422348705 5828074.383369322))
1049;POLYGON ((577330.4351938057 5827606.075381704, 577329.0858897131 5827606.948976107, 577327.6545367854 5827604.760515735, 577330.4351938057 5827606.075381704))
1050;POLYGON ((577428.8486866023 5828025.22838087, 577440.7282168315 5828014.758346825, 577439.3417864069 5828023.581244254, 577428.8486866023 5828025.22838087))
1051;POLYGON ((577353.0887831658 5828135.896259805, 577334.6769776052 5828146.496706961, 577348.063027732 5828131.555556494, 577353.0887831658 5828135.896259805))
1052;POLYGON ((577419.5138335589 5827606.667833991, 577402.2194777143 5827628.711794429, 577377.2598739726 5827579.908824253, 577419.5138335589 5827606.667833991))
1053;POLYGON ((577065.7609954266 5828004.767255251, 577080.1898039673 5828006.574755982, 577067.9381956193 5828026.507671856, 577065.7609954266 5828004.767255251))
1054;POLYGON ((577095.1855435278 5827784.009942116, 577098.1647847813 5827754.07344729, 577103.4032584406 5827784.8961811075, 577095.1855435278 5827784.009942116))
1055;POLYGON ((577046.3264754075 5827983.577908127, 577036.9595310495 5827961.935503021, 577043.6358286722 5827960.449831874, 577046.3264754075 5827983.577908127))
1056;POLYGON ((577307.7767046958 5827912.677523534, 577292.6875499083 5827860.960496353, 577330.654666085 5827905.029195084, 577307.7767046958 5827912.677523534))
1057;POLYGON ((577098.8380357018 5827801.1342825815, 577109.9100399329 5827802.3214588575, 577109.4537318647 5827834.233629894, 577098.8380357018 5827801.1342825815))
1058;POLYGON ((577258.6431603762 5827576.941240077, 577236.5084146356 5827588.918424815, 577235.8699753958 5827583.4456555005, 577258.6431603762 5827576.941240077))
1059;POLYGON ((577095.9743980232 5828177.012373571, 577103.1163248725 5828177.77039281, 577104.0826657598 5828187.3648022385, 577095.9743980232 5828177.012373571))
1060;POLYGON ((577076.0478452643 5827851.307143516, 577065.5342016288 5827833.629561514, 577078.7393345573 5827849.903282215, 577076.0478452643 5827851.307143516))
1061;POLYGON ((577024.5984397689 5828104.815895852, 577033.924396887 5828100.69073175, 577031.509753384 5828107.31689172, 577024.5984397689 5828104.815895852))
1062;POLYGON ((577374.436084697 5828188.035308626, 577355.7729369967 5828132.812466183, 577414.0799323996 5828122.677342142, 577374.436084697 5828188.035308626))
1063;POLYGON ((577146.2894670907 5827541.19926622, 577138.4557898301 5827543.85697201, 577138.5028859836 5827535.724897483, 577146.2894670907 5827541.19926622))
1064;POLYGON ((577473.5017539464 5827930.356083691, 577470.7713907111 5827927.79838795, 577473.200952978 5827927.536528034, 577473.5017539464 5827930.356083691))
1065;POLYGON ((577245.8247203383 5827711.881378584, 577238.0449652871 5827735.567185357, 577240.9998773218 5827709.368579359, 577245.8247203383 5827711.881378584))
1066;POLYGON ((577071.2921374331 5827479.6549569545, 577127.8934817646 5827535.668648541, 577074.7971180263 5827533.362111234, 577071.2921374331 5827479.6549569545))
1067;POLYGON ((577140.8841280995 5827927.684352663, 577146.3291181424 5827926.524273901, 577159.5272632816 5827932.484673248, 577140.8841280995 5827927.684352663))
1068;POLYGON ((577249.8102478617 5827551.524169591, 577248.5521334013 5827557.389725208, 577243.5755734678 5827556.320858506, 577249.8102478617 5827551.524169591))
1069;POLYGON ((577219.6392666528 5828345.238315114, 577244.9396774814 5828335.057914292, 577320.4098877504 5828314.668360109, 577219.6392666528 5828345.238315114))
1070;POLYGON ((577435.2108164177 5827701.651312373, 577428.3335836942 5827699.539693467, 577434.3000349253 5827697.987670346, 577435.2108164177 5827701.651312373))
1071;POLYGON ((577185.9261103459 5828157.316574594, 577210.1806290187 5828130.642402271, 577216.9097577883 5828136.517414832, 577185.9261103459 5828157.316574594))
1072;POLYGON ((577097.4663278897 5828239.361622538, 577111.1699254634 5828211.752780108, 577177.2498181992 5828221.507811725, 577097.4663278897 5828239.361622538))
1073;POLYGON ((577383.800805324 5827707.200538357, 577327.978024893 5827676.511060111, 577358.6742433552 5827672.37991242, 577383.800805324 5827707.200538357))
1074;POLYGON ((577353.8537498617 5827907.910898319, 577360.6618420809 5827901.10969875, 577369.6973520704 5827899.539454164, 577353.8537498617 5827907.910898319))
1075;POLYGON ((577147.8089427461 5827727.287936162, 577158.5459444495 5827732.108015472, 577154.4406412905 5827747.952799111, 577147.8089427461 5827727.287936162))
1076;POLYGON ((577168.6965336625 5827917.721193715, 577158.0685821878 5827912.457778174, 577169.3629710195 5827909.843661058, 577168.6965336625 5827917.721193715))
1077;POLYGON ((577176.2705111043 5828033.947780396, 577181.9087835446 5828030.40991549, 577202.6422348705 5828074.383369322, 577176.2705111043 5828033.947780396))
1078;POLYGON ((577121.278424479 5827849.106103292, 577149.920082774 5827856.155856184, 577148.0539795831 5827858.918913115, 577121.278424479 5827849.106103292))
1079;POLYGON ((577146.2738810863 5827543.9025425315, 577138.4557898301 5827543.85697201, 577146.2894670907 5827541.19926622, 577146.2738810863 5827543.9025425315))
1080;POLYGON ((577395.257038554 5828095.076758552, 577354.5105309665 5828046.546602786, 577366.3091163301 5828031.335593374, 577395.257038554 5828095.076758552))
1081;POLYGON ((577236.5215093931 5827754.790413237, 577173.7493695724 5827751.406343422, 577192.6969870203 5827727.974777772, 577236.5215093931 5827754.790413237))
1082;POLYGON ((577092.3747466201 5827648.288808927, 577087.6907440798 5827621.81383416, 577187.3266798768 5827640.776383057, 577092.3747466201 5827648.288808927))
1083;POLYGON ((577109.5943089675 5828067.384172597, 577127.1183244133 5828068.372881809, 577124.9003527048 5828086.561618379, 577109.5943089675 5828067.384172597))
1084;POLYGON ((577258.6431603762 5827576.941240077, 577263.9484711192 5827591.0656674495, 577236.5084146356 5827588.918424815, 577258.6431603762 5827576.941240077))
1085;POLYGON ((577318.6070017478 5827932.541289286, 577313.1918532217 5827922.60940641, 577327.913135396 5827924.78384473, 577318.6070017478 5827932.541289286))
1086;POLYGON ((577033.1531608831 5827401.156215672, 577052.9846773337 5827380.575068768, 577075.4736648763 5827388.2615678245, 577033.1531608831 5827401.156215672))
1087;POLYGON ((577151.10033628 5827898.796855391, 577153.1606120232 5827902.778852852, 577142.086430019 5827903.460628436, 577151.10033628 5827898.796855391))
1088;POLYGON ((576950.7349212668 5827700.971656828, 576946.5032804543 5827711.97497281, 576864.6122442246 5827737.36496465, 576950.7349212668 5827700.971656828))
1089;POLYGON ((577221.9747174492 5827885.976217014, 577215.10210075 5827887.870188353, 577210.8148450665 5827865.929460159, 577221.9747174492 5827885.976217014))
1090;POLYGON ((577033.924396887 5828100.69073175, 577049.5539630478 5828082.190594881, 577040.8692257804 5828103.214520601, 577033.924396887 5828100.69073175))
1091;POLYGON ((577117.6051694807 5827954.752548086, 577108.7352686622 5827918.376407211, 577140.8841280995 5827927.684352663, 577117.6051694807 5827954.752548086))
1092;POLYGON ((576968.7002355309 5827475.783318534, 576833.4210347477 5827723.490201377, 576829.8110135163 5827726.003436222, 576968.7002355309 5827475.783318534))
1093;POLYGON ((577037.4497500338 5827475.0089330925, 577042.1432706196 5827473.113796361, 577040.4445128454 5827474.905900895, 577037.4497500338 5827475.0089330925))
1094;POLYGON ((577293.7129003489 5827549.503918692, 577286.7390663648 5827547.913881957, 577209.911555525 5827493.974821891, 577293.7129003489 5827549.503918692))
1095;POLYGON ((577074.7971180263 5827533.362111234, 577064.627741419 5827527.316242419, 577056.1161417597 5827511.528264663, 577074.7971180263 5827533.362111234))
1096;POLYGON ((576865.0239743281 5827758.1318022385, 576936.6782705137 5827817.435538003, 576935.4487057783 5827822.806526253, 576865.0239743281 5827758.1318022385))
1097;POLYGON ((577184.9950938938 5827651.553638292, 577193.3041869734 5827654.388448827, 577182.4812682618 5827673.008601911, 577184.9950938938 5827651.553638292))
1098;POLYGON ((577332.7353553359 5827660.176077075, 577324.9473006234 5827665.092705114, 577321.2088235809 5827665.856828748, 577332.7353553359 5827660.176077075))
1099;POLYGON ((577016.1652457535 5828296.7888467265, 577020.8953654557 5828114.959687476, 577026.5593366734 5828267.436503187, 577016.1652457535 5828296.7888467265))
1100;POLYGON ((577192.5406660663 5827673.123039684, 577182.4812682618 5827673.008601911, 577193.3041869734 5827654.388448827, 577192.5406660663 5827673.123039684))
1101;POLYGON ((577284.1452526777 5828210.3034230685, 577280.3916714806 5828203.913551362, 577315.0626268055 5828167.591904597, 577284.1452526777 5828210.3034230685))
1102;POLYGON ((577201.0244364559 5827493.400480636, 577200.5499501397 5827500.702507921, 577171.0552169948 5827493.483278849, 577201.0244364559 5827493.400480636))
1103;POLYGON ((577236.5185603905 5827959.368220557, 577230.7435167644 5827955.694461577, 577236.483701997 5827953.8604911845, 577236.5185603905 5827959.368220557))
1104;POLYGON ((577356.2642857489 5827593.093957722, 577373.4664281362 5827646.168569233, 577350.7584924868 5827596.355591836, 577356.2642857489 5827593.093957722))
1105;POLYGON ((577223.6388865579 5828142.392427392, 577207.3544287304 5828181.719958105, 577185.9261103459 5828157.316574594, 577223.6388865579 5828142.392427392))
1106;POLYGON ((577486.2241930931 5828024.79199717, 577475.6299383716 5827994.37335238, 577488.5405065675 5827994.511387561, 577486.2241930931 5828024.79199717))
1107;POLYGON ((576967.8149051738 5827818.744550518, 576967.8390246145 5827818.70307137, 576967.8461864132 5827818.742496225, 576967.8149051738 5827818.744550518))
1108;POLYGON ((576865.0239743281 5827758.1318022385, 576868.6272178459 5827755.618486764, 576936.6782705137 5827817.435538003, 576865.0239743281 5827758.1318022385))
1109;POLYGON ((577196.9075641849 5827678.465583951, 577192.5406660663 5827673.123039684, 577207.970122135 5827657.546247156, 577196.9075641849 5827678.465583951))
1110;POLYGON ((577097.1939840805 5828251.2506076265, 577097.4663278897 5828239.361622538, 577177.2498181992 5828221.507811725, 577097.1939840805 5828251.2506076265))
1111;POLYGON ((577213.5815296132 5827650.592421901, 577209.6516211452 5827649.751516878, 577209.9292327147 5827648.476459016, 577213.5815296132 5827650.592421901))
1112;POLYGON ((577228.9598103549 5827879.110882418, 577221.9747174492 5827885.976217014, 577210.8148450665 5827865.929460159, 577228.9598103549 5827879.110882418))
1113;POLYGON ((577085.5188090777 5827604.023097818, 577078.7181226768 5827604.7724664165, 577083.9705057888 5827596.088362883, 577085.5188090777 5827604.023097818))
1114;POLYGON ((576980.9716572 5827567.3066880675, 576983.1976293996 5827567.0747496635, 576981.2493579637 5827569.892202601, 576980.9716572 5827567.3066880675))
1115;POLYGON ((577427.2408512665 5827991.60348903, 577425.3581536595 5827997.970884617, 577421.8498268654 5827996.62470391, 577427.2408512665 5827991.60348903))
1116;POLYGON ((577161.2765967757 5827566.513071778, 577161.1094098226 5827575.811439534, 577134.8852639694 5827562.30247981, 577161.2765967757 5827566.513071778))
1117;POLYGON ((577422.7345417982 5827883.284931972, 577423.1360374272 5827886.835126126, 577413.1971500614 5827889.4033887265, 577422.7345417982 5827883.284931972))
